会员编号,股票代码,股票名称,交易类型,交易量,股票价格,总股价,交易手续费,交易状态,交易日期
99887766,HPM,皇富矿业,购买,4,5.12,20.48,0.00,交易完成,"2016-06-07 11:02:57"
51851890,HPM,皇富矿业,购买,1,5.12,5.12,0.00,交易完成,"2016-06-07 11:02:33"
P87654321,HPM,皇富矿业,购买,1,5.12,5.12,0.00,交易完成,"2016-06-07 11:02:32"
51851890,HPM,皇富矿业,购买,1,5.09,5.09,0.00,交易完成,"2016-06-07 11:01:55"
99887766,HPM,皇富矿业,购买,500,5.09,2545.00,0.00,交易完成,"2016-06-07 11:01:15"
LJR510889,HPM,皇富矿业,购买,98,5.09,498.82,0.00,交易完成,"2016-06-07 11:01:10"
YW1313,HPM,皇富矿业,出售,6100,5.09,31049.00,310.49,交易完成,"2016-06-07 11:01:05"
51851890,HPM,皇富矿业,购买,330,5.09,1679.70,0.00,交易完成,"2016-06-07 11:00:28"
33815933,HPM,皇富矿业,购买,188,5.09,956.92,0.00,交易完成,"2016-06-07 10:58:03"
grj888,HPM,皇富矿业,购买,39,5.09,198.51,0.00,交易完成,"2016-06-07 10:57:09"
33815933,HPM,皇富矿业,出售,1,5.09,5.09,0.05,交易完成,"2016-06-07 10:55:27"
K70861238,HPM,皇富矿业,购买,7,5.09,35.63,0.00,交易完成,"2016-06-07 10:55:15"
00707065,HPM,皇富矿业,购买,5711,5.09,29068.99,0.00,交易完成,"2016-06-07 10:53:34"
388988,HPM,皇富矿业,购买,3435,5.09,17484.15,0.00,交易完成,"2016-06-07 10:53:26"
P00100109,HPM,皇富矿业,出售,589,5.09,2998.01,29.98,交易完成,"2016-06-07 10:52:44"
23646802,PPE,越南电力油气咨询工程公司,出售,11111,4.97,55221.67,552.22,交易完成,"2016-06-07 10:46:40"
22056979,HPM,皇富矿业,购买,4911,5.09,24996.99,0.00,交易完成,"2016-06-07 10:46:09"
00100150,HPM,皇富矿业,购买,684,5.09,3481.56,0.00,交易完成,"2016-06-07 10:45:36"
99994202,HPM,皇富矿业,购买,99,5.09,503.91,0.00,交易完成,"2016-06-07 10:44:35"
19862988,HPM,皇富矿业,购买,53,5.09,269.77,0.00,交易完成,"2016-06-07 10:44:24"
19862988,HPM,皇富矿业,购买,45,5.09,229.05,0.00,交易完成,"2016-06-07 10:43:14"
76981373,HPM,皇富矿业,购买,98,5.09,498.82,0.00,交易完成,"2016-06-07 10:41:26"
24705549,HPM,皇富矿业,购买,318,5.09,1618.62,0.00,交易完成,"2016-06-07 10:41:21"
54151869,HPM,皇富矿业,购买,2000,5.09,10180.00,0.00,交易完成,"2016-06-07 10:41:14"
yt013,HPM,皇富矿业,购买,286,5.09,1455.74,0.00,交易完成,"2016-06-07 10:40:04"
tswj,HPM,皇富矿业,出售,50,5.09,254.50,2.55,交易完成,"2016-06-07 10:40:03"
YT3377,HPM,皇富矿业,购买,340,5.09,1730.60,0.00,交易完成,"2016-06-07 10:37:53"
YMY001,HPM,皇富矿业,购买,235,5.09,1196.15,0.00,交易完成,"2016-06-07 10:37:49"
95956525,HPM,皇富矿业,购买,15672,5.09,79770.48,0.00,交易完成,"2016-06-07 10:37:44"
YT3377,HPM,皇富矿业,购买,288,5.09,1465.92,0.00,交易完成,"2016-06-07 10:36:35"
XD001,PPE,越南电力油气咨询工程公司,出售,76330,4.97,379360.10,3793.60,交易完成,"2016-06-07 10:35:57"
ZHENGJ888,HPM,皇富矿业,购买,5000,5.09,25450.00,0.00,交易完成,"2016-06-07 10:33:49"
YT5158,HPM,皇富矿业,购买,286,5.09,1455.74,0.00,交易完成,"2016-06-07 10:33:49"
80606666,HPM,皇富矿业,出售,100000,5.09,509000.00,5090.00,交易完成,"2016-06-07 10:33:27"
b20160229,HPM,皇富矿业,购买,500,5.09,2545.00,0.00,交易完成,"2016-06-07 10:32:45"
99998912,HPM,皇富矿业,购买,15,5.09,76.35,0.00,交易完成,"2016-06-07 10:29:52"
971589,HPM,皇富矿业,购买,99,5.09,503.91,0.00,交易完成,"2016-06-07 10:26:58"
128198,HPM,皇富矿业,购买,1,5.09,5.09,0.00,交易完成,"2016-06-07 10:25:30"
CXL003,HPM,皇富矿业,出售,92279,5.09,469700.11,4697.00,交易完成,"2016-06-07 10:25:02"
YW6813,HPM,皇富矿业,出售,3591,5.09,18278.19,182.78,交易完成,"2016-06-07 10:25:02"
99998912,HPM,皇富矿业,购买,4,5.09,20.36,0.00,交易完成,"2016-06-07 10:24:58"
128198,HPM,皇富矿业,购买,266,5.09,1353.94,0.00,交易完成,"2016-06-07 10:24:35"
00900955,HPM,皇富矿业,出售,30025,5.09,152827.25,1528.27,交易完成,"2016-06-07 10:24:29"
SYL888,HPM,皇富矿业,出售,120523,5.09,613462.07,6134.62,交易完成,"2016-06-07 10:24:28"
66778888,HPM,皇富矿业,出售,8000,5.09,40720.00,407.20,交易完成,"2016-06-07 10:24:27"
YW8918,HPM,皇富矿业,购买,8,5.09,40.72,0.00,交易完成,"2016-06-07 10:24:27"
2825189,HPM,皇富矿业,出售,643974,5.09,3277827.66,32778.28,交易完成,"2016-06-07 10:24:26"
18192006,HPM,皇富矿业,出售,133444,5.09,679229.96,6792.30,交易完成,"2016-06-07 10:24:26"
009009008,HPM,皇富矿业,出售,711775,5.09,3622934.75,36229.35,交易完成,"2016-06-07 10:24:26"
12812888,HPM,皇富矿业,出售,5000,5.09,25450.00,254.50,交易完成,"2016-06-07 10:24:26"
LAR006,HPM,皇富矿业,出售,80699,5.09,410757.91,4107.58,交易完成,"2016-06-07 10:24:24"
NTX002,HPM,皇富矿业,出售,206165,5.09,1049379.85,10493.80,交易完成,"2016-06-07 10:24:23"
XXE003,HPM,皇富矿业,出售,20427,5.09,103973.43,1039.73,交易完成,"2016-06-07 10:24:21"
LGY00002,HPM,皇富矿业,出售,995089,5.09,5065003.01,50650.03,交易完成,"2016-06-07 10:24:21"
18192006,HPM,皇富矿业,出售,133444,5.09,679229.96,6792.30,交易完成,"2016-06-07 10:24:18"
15815899,HPM,皇富矿业,出售,12800,5.09,65152.00,651.52,交易完成,"2016-06-07 10:24:18"
88898888,HPM,皇富矿业,出售,3825,5.09,19469.25,194.69,交易完成,"2016-06-07 10:24:18"
ZQM001,HPM,皇富矿业,出售,26302,5.09,133877.18,1338.77,交易完成,"2016-06-07 10:24:15"
XY006,HPM,皇富矿业,出售,175703,5.56,976908.68,9769.09,交易完成,"2016-06-07 10:24:11"
1800882,HPM,皇富矿业,出售,6565,5.56,36501.40,365.01,交易完成,"2016-06-07 10:24:10"
LZQ001,HPM,皇富矿业,出售,1000,5.56,5560.00,55.60,交易完成,"2016-06-07 10:24:10"
9862,HPM,皇富矿业,出售,5063,5.56,28150.28,281.50,交易完成,"2016-06-07 10:24:09"
51851890,HPM,皇富矿业,出售,53532,5.56,297637.92,2976.38,交易完成,"2016-06-07 10:24:09"
01361178,HPM,皇富矿业,出售,21646,5.56,120351.76,1203.52,交易完成,"2016-06-07 10:24:08"
168168168,HPM,皇富矿业,出售,13003,5.56,72296.68,722.97,交易完成,"2016-06-07 10:24:07"
89759088,HPM,皇富矿业,出售,126400,5.56,702784.00,7027.84,交易完成,"2016-06-07 10:24:07"
1689988,HPM,皇富矿业,出售,1295,5.56,7200.20,72.00,交易完成,"2016-06-07 10:24:07"
79669999,HPM,皇富矿业,出售,10000,5.56,55600.00,556.00,交易完成,"2016-06-07 10:24:06"
P39374457,HPM,皇富矿业,出售,42999,5.56,239074.44,2390.74,交易完成,"2016-06-07 10:24:05"
50458730,HPM,皇富矿业,出售,9540,5.56,53042.40,530.42,交易完成,"2016-06-07 10:24:04"
72417517,HPM,皇富矿业,出售,300000,5.56,1668000.00,16680.00,交易完成,"2016-06-07 10:24:04"
LW168,HPM,皇富矿业,出售,38776,5.56,215594.56,2155.95,交易完成,"2016-06-07 10:24:04"
04447289,HPM,皇富矿业,出售,1093,5.56,6077.08,60.77,交易完成,"2016-06-07 10:24:03"
54719518,HPM,皇富矿业,出售,12038,5.56,66931.28,669.31,交易完成,"2016-06-07 10:24:03"
LZQ001,HPM,皇富矿业,出售,1000,5.56,5560.00,55.60,交易完成,"2016-06-07 10:24:03"
78091482,HPM,皇富矿业,出售,2180,5.56,12120.80,121.21,交易完成,"2016-06-07 10:24:02"
9258899,HPM,皇富矿业,出售,16217,5.56,90166.52,901.67,交易完成,"2016-06-07 10:24:02"
LJR383,HPM,皇富矿业,出售,203843,5.56,1133367.08,11333.67,交易完成,"2016-06-07 10:24:01"
lqd001,HPM,皇富矿业,出售,2582,5.56,14355.92,143.56,交易完成,"2016-06-07 10:24:01"
665808,HPM,皇富矿业,出售,29413,5.56,163536.28,1635.36,交易完成,"2016-06-07 10:24:01"
6689,HPM,皇富矿业,出售,1,5.56,5.56,0.06,交易完成,"2016-06-07 10:24:01"
27084658,HPM,皇富矿业,出售,60994,5.56,339126.64,3391.27,交易完成,"2016-06-07 10:24:00"
70358863,HPM,皇富矿业,出售,16430,5.56,91350.80,913.51,交易完成,"2016-06-07 10:24:00"
63575,HPM,皇富矿业,出售,11397,5.56,63367.32,633.67,交易完成,"2016-06-07 10:24:00"
ZCL001,HPM,皇富矿业,出售,170,5.56,945.20,9.45,交易完成,"2016-06-07 10:23:59"
31003795,HPM,皇富矿业,出售,9616,5.56,53464.96,534.65,交易完成,"2016-06-07 10:23:58"
20000088,HPM,皇富矿业,出售,68868,5.56,382906.08,3829.06,交易完成,"2016-06-07 10:23:58"
46121999,HPM,皇富矿业,出售,3390,5.56,18848.40,188.48,交易完成,"2016-06-07 10:23:58"
195607105,HPM,皇富矿业,出售,29051,5.56,161523.56,1615.24,交易完成,"2016-06-07 10:23:58"
195607106,HPM,皇富矿业,出售,48051,5.56,267163.56,2671.64,交易完成,"2016-06-07 10:23:58"
195607103,HPM,皇富矿业,出售,29712,5.56,165198.72,1651.99,交易完成,"2016-06-07 10:23:58"
11326129,HPM,皇富矿业,出售,12369,5.56,68771.64,687.72,交易完成,"2016-06-07 10:23:57"
1818884,HPM,皇富矿业,出售,34200,5.56,190152.00,1901.52,交易完成,"2016-06-07 10:23:57"
19570220,HPM,皇富矿业,出售,28445,5.56,158154.20,1581.54,交易完成,"2016-06-07 10:23:57"
5709222,HPM,皇富矿业,出售,78384,5.56,435815.04,4358.15,交易完成,"2016-06-07 10:23:57"
ZHX168,HPM,皇富矿业,出售,708781,5.56,3940822.36,39408.22,交易完成,"2016-06-07 10:23:57"
00100157,HPM,皇富矿业,出售,740578,5.56,4117613.68,41176.14,交易完成,"2016-06-07 10:23:56"
19621103,HPM,皇富矿业,出售,18000,5.56,100080.00,1000.80,交易完成,"2016-06-07 10:23:56"
001266,HPM,皇富矿业,出售,3790,5.56,21072.40,210.72,交易完成,"2016-06-07 10:23:56"
001288,HPM,皇富矿业,出售,3303,5.56,18364.68,183.65,交易完成,"2016-06-07 10:23:56"
46121988,HPM,皇富矿业,出售,22231,5.56,123604.36,1236.04,交易完成,"2016-06-07 10:23:56"
1955120718,HPM,皇富矿业,出售,20000,5.56,111200.00,1112.00,交易完成,"2016-06-07 10:23:56"
195607101,HPM,皇富矿业,出售,10608,5.56,58980.48,589.80,交易完成,"2016-06-07 10:23:56"
27267278,HPM,皇富矿业,出售,33000,5.56,183480.00,1834.80,交易完成,"2016-06-07 10:23:56"
00100107,HPM,皇富矿业,出售,1364403,5.56,7586080.68,75860.81,交易完成,"2016-06-07 10:23:55"
00100155,HPM,皇富矿业,出售,923967,5.56,5137256.52,51372.57,交易完成,"2016-06-07 10:23:55"
19620314,HPM,皇富矿业,出售,415,5.56,2307.40,23.07,交易完成,"2016-06-07 10:23:55"
49975658,HPM,皇富矿业,出售,20531,5.56,114152.36,1141.52,交易完成,"2016-06-07 10:23:55"
11474178,HPM,皇富矿业,出售,4076,5.56,22662.56,226.63,交易完成,"2016-06-07 10:23:55"
P890623,HPM,皇富矿业,出售,168880,5.56,938972.80,9389.73,交易完成,"2016-06-07 10:23:55"
19621103,HPM,皇富矿业,出售,18034,5.56,100269.04,1002.69,交易完成,"2016-06-07 10:23:55"
1818882,HPM,皇富矿业,出售,17099,5.56,95070.44,950.70,交易完成,"2016-06-07 10:23:55"
195607104,HPM,皇富矿业,出售,1659,5.56,9224.04,92.24,交易完成,"2016-06-07 10:23:55"
90953668,HPM,皇富矿业,出售,128400,5.56,713904.00,7139.04,交易完成,"2016-06-07 10:23:55"
LZQ001,HPM,皇富矿业,出售,1000,5.09,5090.00,50.90,交易完成,"2016-06-07 10:23:55"
P890623,HPM,皇富矿业,出售,168880,5.56,938972.80,9389.73,交易完成,"2016-06-07 10:23:54"
60004839,HPM,皇富矿业,出售,66613,5.56,370368.28,3703.68,交易完成,"2016-06-07 10:23:54"
196061783,HPM,皇富矿业,出售,62739,5.56,348828.84,3488.29,交易完成,"2016-06-07 10:23:54"
19561226,HPM,皇富矿业,出售,17832,5.56,99145.92,991.46,交易完成,"2016-06-07 10:23:54"
P18600081,HPM,皇富矿业,出售,2055,5.56,11425.80,114.26,交易完成,"2016-06-07 10:23:54"
P19620314,HPM,皇富矿业,出售,12058,5.56,67042.48,670.42,交易完成,"2016-06-07 10:23:54"
461219,HPM,皇富矿业,出售,5878,5.56,32681.68,326.82,交易完成,"2016-06-07 10:23:54"
00100156,HPM,皇富矿业,出售,891282,5.56,4955527.92,49555.28,交易完成,"2016-06-07 10:23:53"
90953668,HPM,皇富矿业,出售,45858,5.56,254970.48,2549.70,交易完成,"2016-06-07 10:23:53"
P51830021,HPM,皇富矿业,出售,619,5.56,3441.64,34.42,交易完成,"2016-06-07 10:23:53"
57014428,HPM,皇富矿业,出售,112639,5.56,626272.84,6262.73,交易完成,"2016-06-07 10:23:52"
P15265486,HPM,皇富矿业,出售,15852,5.56,88137.12,881.37,交易完成,"2016-06-07 10:23:52"
1818884,HPM,皇富矿业,出售,34200,5.56,190152.00,1901.52,交易完成,"2016-06-07 10:23:52"
LZQ001,HPM,皇富矿业,出售,1000,5.09,5090.00,50.90,交易完成,"2016-06-07 10:23:50"
LZQ001,HPM,皇富矿业,出售,1000,5.09,5090.00,50.90,交易完成,"2016-06-07 10:23:48"
P999323,HPM,皇富矿业,出售,6168,5.09,31395.12,313.95,交易完成,"2016-06-07 10:23:46"
LZQ001,HPM,皇富矿业,出售,1000,5.09,5090.00,50.90,交易完成,"2016-06-07 10:23:44"
01941179,HPM,皇富矿业,出售,49032,5.09,249572.88,2495.73,交易完成,"2016-06-07 10:23:43"
LJR3961,HPM,皇富矿业,出售,331521,5.09,1687441.89,16874.42,交易完成,"2016-06-07 10:23:43"
999001,HPM,皇富矿业,出售,38335,5.09,195125.15,1951.25,交易完成,"2016-06-07 10:23:41"
00100110,HPM,皇富矿业,出售,65537,5.09,333583.33,3335.83,交易完成,"2016-06-07 10:23:33"
LZQ001,HPM,皇富矿业,出售,1000,5.09,5090.00,50.90,交易完成,"2016-06-07 10:23:31"
89998999,HPM,皇富矿业,出售,2365,5.09,12037.85,120.38,交易完成,"2016-06-07 10:23:29"
FMX777,HPM,皇富矿业,出售,11497,5.09,58519.73,585.20,交易完成,"2016-06-07 10:23:27"
LZQ001,HPM,皇富矿业,出售,1000,5.09,5090.00,50.90,交易完成,"2016-06-07 10:23:27"
6663888,HPM,皇富矿业,出售,9021,5.09,45916.89,459.17,交易完成,"2016-06-07 10:23:26"
123666,HPM,皇富矿业,出售,15124,5.09,76981.16,769.81,交易完成,"2016-06-07 10:23:26"
96456223,HPM,皇富矿业,出售,26530,5.09,135037.70,1350.38,交易完成,"2016-06-07 10:23:26"
1863706258,HPM,皇富矿业,购买,1106,5.09,5629.54,0.00,交易完成,"2016-06-07 10:22:42"
WAN001,HPM,皇富矿业,购买,589,5.09,2998.01,0.00,交易完成,"2016-06-07 10:20:41"
20150108,HPM,皇富矿业,购买,4,5.09,20.36,0.00,交易完成,"2016-06-07 10:20:25"
YW8918,HPM,皇富矿业,购买,110,5.09,559.90,0.00,交易完成,"2016-06-07 10:20:23"
83851016,HPM,皇富矿业,购买,98,5.09,498.82,0.00,交易完成,"2016-06-07 10:20:17"
91697569,HPM,皇富矿业,购买,10,5.09,50.90,0.00,交易完成,"2016-06-07 10:19:06"
20150108,PPE,越南电力油气咨询工程公司,购买,137,4.97,680.89,0.00,交易完成,"2016-06-07 10:19:04"
35899,HPM,皇富矿业,购买,1964,5.09,9996.76,0.00,交易完成,"2016-06-07 10:18:19"
99094176,HPM,皇富矿业,购买,24,5.09,122.16,0.00,交易完成,"2016-06-07 10:17:44"
88999988,HPM,皇富矿业,购买,14366,5.09,73122.94,0.00,交易完成,"2016-06-07 10:17:10"
698698698,HPM,皇富矿业,购买,1,5.09,5.09,0.00,交易完成,"2016-06-07 10:17:05"
70013811,HPM,皇富矿业,购买,2,5.09,10.18,0.00,交易完成,"2016-06-07 10:16:56"
10003056,HPM,皇富矿业,购买,100,5.09,509.00,0.00,交易完成,"2016-06-07 10:16:52"
698698698,HPM,皇富矿业,购买,1,5.09,5.09,0.00,交易完成,"2016-06-07 10:16:40"
20150401,HPM,皇富矿业,购买,137,5.09,697.33,0.00,交易完成,"2016-06-07 10:16:36"
99993688,HPM,皇富矿业,购买,315,5.09,1603.35,0.00,交易完成,"2016-06-07 10:16:31"
YT667799,HPM,皇富矿业,购买,99,5.09,503.91,0.00,交易完成,"2016-06-07 10:15:51"
yt04,HPM,皇富矿业,购买,99,5.09,503.91,0.00,交易完成,"2016-06-07 10:15:39"
56888888,HPM,皇富矿业,购买,168,5.09,855.12,0.00,交易完成,"2016-06-07 10:15:09"
00600600,HPM,皇富矿业,购买,11,5.09,55.99,0.00,交易完成,"2016-06-07 10:14:58"
99992209,HPM,皇富矿业,购买,98,5.09,498.82,0.00,交易完成,"2016-06-07 10:14:31"
YT599,HPM,皇富矿业,购买,252,5.09,1282.68,0.00,交易完成,"2016-06-07 10:14:30"
LHH009,HPM,皇富矿业,购买,98,5.09,498.82,0.00,交易完成,"2016-06-07 10:14:10"
178188,HPM,皇富矿业,购买,365,5.09,1857.85,0.00,交易完成,"2016-06-07 10:14:04"
0071105,HPM,皇富矿业,购买,196,5.09,997.64,0.00,交易完成,"2016-06-07 10:13:11"
LHY008,HPM,皇富矿业,购买,5,5.09,25.45,0.00,交易完成,"2016-06-07 10:12:59"
009009066,HPM,皇富矿业,购买,1,5.09,5.09,0.00,交易完成,"2016-06-07 10:12:43"
195808131,HPM,皇富矿业,购买,196,5.09,997.64,0.00,交易完成,"2016-06-07 10:12:10"
HZH188,HPM,皇富矿业,购买,294,5.09,1496.46,0.00,交易完成,"2016-06-07 10:12:08"
tswj,HPM,皇富矿业,出售,3378,5.09,17194.02,171.94,交易完成,"2016-06-07 10:11:57"
WF,HPM,皇富矿业,购买,1,5.09,5.09,0.00,交易完成,"2016-06-07 10:11:08"
YW7823,HPM,皇富矿业,购买,1511,5.09,7690.99,0.00,交易完成,"2016-06-07 10:10:49"
691217,HPM,皇富矿业,购买,4000,5.09,20360.00,0.00,交易完成,"2016-06-07 10:10:48"
168886,HPM,皇富矿业,购买,196,5.09,997.64,0.00,交易完成,"2016-06-07 10:10:14"
ZYS001,HPM,皇富矿业,购买,1,5.09,5.09,0.00,交易完成,"2016-06-07 10:09:49"
YT6789,HPM,皇富矿业,购买,1048,5.09,5334.32,0.00,交易完成,"2016-06-07 10:09:43"
60853856,HPM,皇富矿业,购买,199,5.09,1012.91,0.00,交易完成,"2016-06-07 10:09:42"
118118,HPM,皇富矿业,购买,1,5.09,5.09,0.00,交易完成,"2016-06-07 10:09:26"
62536991,HPM,皇富矿业,购买,10,5.09,50.90,0.00,交易完成,"2016-06-07 10:09:10"
101272,HPM,皇富矿业,购买,168,5.09,855.12,0.00,交易完成,"2016-06-07 10:08:56"
99996126,HPM,皇富矿业,购买,3375,5.09,17178.75,0.00,交易完成,"2016-06-07 10:08:40"
1891189,HPM,皇富矿业,购买,2613,5.09,13300.17,0.00,交易完成,"2016-06-07 10:08:38"
84214118,HPM,皇富矿业,购买,4,5.09,20.36,0.00,交易完成,"2016-06-07 10:08:28"
dgy6663,HPM,皇富矿业,购买,982,5.09,4998.38,0.00,交易完成,"2016-06-07 10:08:26"
YW7013,HPM,皇富矿业,购买,98,5.09,498.82,0.00,交易完成,"2016-06-07 10:08:21"
26655555,HPM,皇富矿业,购买,9800,5.09,49882.00,0.00,交易完成,"2016-06-07 10:08:16"
009009233,HPM,皇富矿业,购买,1944,5.09,9894.96,0.00,交易完成,"2016-06-07 10:08:11"
YT1999,HPM,皇富矿业,购买,56,5.09,285.04,0.00,交易完成,"2016-06-07 10:08:11"
62536991,HPM,皇富矿业,购买,7072,5.09,35996.48,0.00,交易完成,"2016-06-07 10:07:28"
ZYS001,HPM,皇富矿业,购买,645,5.09,3283.05,0.00,交易完成,"2016-06-07 10:07:11"
hym01,HPM,皇富矿业,购买,99,5.09,503.91,0.00,交易完成,"2016-06-07 10:06:49"
118118,HPM,皇富矿业,购买,8,5.09,40.72,0.00,交易完成,"2016-06-07 10:06:48"
037906,HPM,皇富矿业,购买,1178,5.09,5996.02,0.00,交易完成,"2016-06-07 10:06:20"
YT1060,HPM,皇富矿业,购买,110,5.09,559.90,0.00,交易完成,"2016-06-07 10:06:18"
00100109,HPM,皇富矿业,购买,1,5.09,5.09,0.00,交易完成,"2016-06-07 10:06:16"
99995858,HPM,皇富矿业,购买,5300,5.09,26977.00,0.00,交易完成,"2016-06-07 10:06:05"
43847695,HPM,皇富矿业,购买,196,5.09,997.64,0.00,交易完成,"2016-06-07 10:06:04"
99997654,HPM,皇富矿业,购买,1966,5.09,10006.94,0.00,交易完成,"2016-06-07 10:06:00"
68994648,HPM,皇富矿业,购买,1993,5.09,10144.37,0.00,交易完成,"2016-06-07 10:05:59"
hkyh,HPM,皇富矿业,购买,99,5.09,503.91,0.00,交易完成,"2016-06-07 10:05:41"
WF,HPM,皇富矿业,购买,885,5.09,4504.65,0.00,交易完成,"2016-06-07 10:05:28"
YT1556677,HPM,皇富矿业,购买,93,5.09,473.37,0.00,交易完成,"2016-06-07 10:05:23"
7298888,HPM,皇富矿业,购买,2010,5.09,10230.90,0.00,交易完成,"2016-06-07 10:05:18"
33995460,HPM,皇富矿业,购买,791,5.09,4026.19,0.00,交易完成,"2016-06-07 10:05:13"
YT2999,HPM,皇富矿业,购买,252,5.09,1282.68,0.00,交易完成,"2016-06-07 10:05:10"
99889955,HPM,皇富矿业,购买,196,5.09,997.64,0.00,交易完成,"2016-06-07 10:05:07"
11682268,HPM,皇富矿业,购买,98,5.09,498.82,0.00,交易完成,"2016-06-07 10:05:03"
0000368,HPM,皇富矿业,购买,98,5.09,498.82,0.00,交易完成,"2016-06-07 10:04:55"
95566126,HPM,皇富矿业,购买,22454,5.09,114290.86,0.00,交易完成,"2016-06-07 10:04:17"
Yt062,HPM,皇富矿业,购买,98,5.09,498.82,0.00,交易完成,"2016-06-07 10:04:16"
MSS001,HPM,皇富矿业,购买,590,5.09,3003.10,0.00,交易完成,"2016-06-07 10:03:48"
118118,HPM,皇富矿业,购买,170,5.09,865.30,0.00,交易完成,"2016-06-07 10:03:46"
YT6555,HPM,皇富矿业,购买,5000,5.09,25450.00,0.00,交易完成,"2016-06-07 10:03:36"
P87654321,HPM,皇富矿业,购买,1571,5.09,7996.39,0.00,交易完成,"2016-06-07 10:03:01"
84214118,HPM,皇富矿业,购买,330,5.09,1679.70,0.00,交易完成,"2016-06-07 10:03:00"
95566126,HPM,皇富矿业,购买,252,5.09,1282.68,0.00,交易完成,"2016-06-07 10:02:47"
95566126,HPM,皇富矿业,购买,2528,5.09,12867.52,0.00,交易完成,"2016-06-07 10:02:46"
ZWQ002,HPM,皇富矿业,购买,1400,5.09,7126.00,0.00,交易完成,"2016-06-07 10:02:41"
52712506,HPM,皇富矿业,购买,295,5.09,1501.55,0.00,交易完成,"2016-06-07 10:02:24"
YT656692,HPM,皇富矿业,购买,20000,5.09,101800.00,0.00,交易完成,"2016-06-07 10:02:03"
568568,HPM,皇富矿业,购买,168,5.09,855.12,0.00,交易完成,"2016-06-07 10:02:03"
P29984343,HPM,皇富矿业,购买,96,5.09,488.64,0.00,交易完成,"2016-06-07 10:01:47"
51600013,HPM,皇富矿业,购买,84,5.09,427.56,0.00,交易完成,"2016-06-07 10:01:40"
YT6789,HPM,皇富矿业,购买,6000,5.08,30480.00,0.00,交易完成,"2016-06-07 10:01:33"
119110,HPM,皇富矿业,购买,4901,5.08,24897.08,0.00,交易完成,"2016-06-07 10:01:27"
yt3999,HPM,皇富矿业,购买,4901,5.08,24897.08,0.00,交易完成,"2016-06-07 10:01:19"
YT778899,HPM,皇富矿业,购买,326,5.08,1656.08,0.00,交易完成,"2016-06-07 10:01:18"
8538,HPM,皇富矿业,购买,98,5.08,497.84,0.00,交易完成,"2016-06-07 10:01:17"
YT586698,HPM,皇富矿业,购买,197,5.08,1000.76,0.00,交易完成,"2016-06-07 10:01:12"
66667799,HPM,皇富矿业,购买,1144,5.08,5811.52,0.00,交易完成,"2016-06-07 10:01:04"
YT1556677,HPM,皇富矿业,购买,159,5.08,807.72,0.00,交易完成,"2016-06-07 10:01:03"
XLY001,HPM,皇富矿业,购买,68,5.08,345.44,0.00,交易完成,"2016-06-07 10:00:58"
YT1060,HPM,皇富矿业,购买,18587,5.08,94421.96,0.00,交易完成,"2016-06-07 10:00:54"
88033209,HPM,皇富矿业,购买,504,5.08,2560.32,0.00,交易完成,"2016-06-07 10:00:52"
P76386625,HPM,皇富矿业,购买,164058,5.08,833414.64,0.00,交易完成,"2016-06-07 10:00:40"
6039,HPM,皇富矿业,购买,99,5.08,502.92,0.00,交易完成,"2016-06-07 10:00:30"
81639922,PPE,越南电力油气咨询工程公司,出售,639,4.96,3169.44,31.69,交易完成,"2016-06-07 10:00:02"
20000088,HPM,皇富矿业,购买,591,5.08,3002.28,0.00,交易完成,"2016-06-07 10:00:02"
5709222,HPM,皇富矿业,购买,590,5.08,2997.20,0.00,交易完成,"2016-06-07 10:00:02"
K91204402,PPE,越南电力油气咨询工程公司,购买,1,4.96,4.96,0.00,交易完成,"2016-06-06 15:59:09"
MSH01,HPM,皇富矿业,出售,11968,5.08,60797.44,607.97,交易完成,"2016-06-06 15:58:47"
K91204402,HPM,皇富矿业,购买,1,5.08,5.08,0.00,交易完成,"2016-06-06 15:58:36"
dyz888,HPM,皇富矿业,购买,7921,5.08,40238.68,0.00,交易完成,"2016-06-06 15:57:37"
WXL003,HPM,皇富矿业,购买,1483,5.08,7533.64,0.00,交易完成,"2016-06-06 15:56:44"
15866780,HPM,皇富矿业,出售,13081,5.08,66451.48,664.51,交易完成,"2016-06-06 15:56:32"
YT269999,HPM,皇富矿业,购买,1,5.08,5.08,0.00,交易完成,"2016-06-06 15:56:18"
YT269999,HPM,皇富矿业,购买,78,5.08,396.24,0.00,交易完成,"2016-06-06 15:55:51"
9862,HPM,皇富矿业,出售,3141,5.08,15956.28,159.56,交易完成,"2016-06-06 15:55:40"
YT269999,HPM,皇富矿业,购买,13,5.08,66.04,0.00,交易完成,"2016-06-06 15:55:12"
93457475,HPM,皇富矿业,出售,73311,5.08,372419.88,3724.20,交易完成,"2016-06-06 15:55:09"
lrd01,PPE,越南电力油气咨询工程公司,出售,292,4.96,1448.32,14.48,交易完成,"2016-06-06 15:54:58"
LSP001,HPM,皇富矿业,购买,5000,5.08,25400.00,0.00,交易完成,"2016-06-06 15:54:41"
99990012,HPM,皇富矿业,购买,394,5.08,2001.52,0.00,交易完成,"2016-06-06 15:54:30"
P16978909,HPM,皇富矿业,购买,3,5.08,15.24,0.00,交易完成,"2016-06-06 15:54:03"
33311163,HPM,皇富矿业,购买,699,5.08,3550.92,0.00,交易完成,"2016-06-06 15:53:48"
